,0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.6000000000000001
2016-06-24,0.0
2016-06-25,0.0
2016-06-27,-0.3
2016-06-29,0.4
2016-06-30,0.4
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,-0.1
2016-07-05,-0.1875
2016-07-06,0.0
2016-07-07,0.0
2016-07-09,0.13636363636363635
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.43333333333333335
2016-07-15,0.5
2016-07-16,0.0
2016-07-17,-0.2
2016-07-18,0.0
2016-07-19,0.12055555555555555
2016-07-20,0.0
2016-07-21,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.4166666666666667
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,0.0
2016-08-01,0.3333333333333333
2016-08-02,0.4
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,-0.1
2016-08-08,0.05568181818181818
2016-08-09,0.0
2016-08-10,-0.35
2016-08-11,0.4
2016-08-12,0.0
2016-08-13,0.2
2016-08-14,0.04000000000000001
2016-08-15,0.0
2016-08-16,-0.09999999999999998
2016-08-17,0.4
2016-08-18,0.0
2016-08-19,0.65
2016-08-20,-0.3
2016-08-21,0.19999999999999998
2016-08-22,0.6000000000000001
2016-08-23,0.22222222222222227
2016-08-25,-0.3
2016-08-26,0.13636363636363635
2016-08-27,0.0
2016-08-28,0.07250000000000001
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.4
2016-09-03,-0.15106060606060606
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.35000000000000003
2016-09-09,0.8
2016-09-10,0.10000000000000002
2016-09-13,0.0
2016-09-18,0.8
2016-09-19,0.0
2016-09-20,0.08
2016-09-21,0.4681818181818182
2016-09-22,0.0
2016-09-23,0.15000000000000002
2016-09-24,0.0
2016-09-26,0.0
2016-09-27,-0.05
2016-09-29,0.0
2016-09-30,0.8
2016-10-02,-0.1
2016-10-03,-0.14583333333333334
2016-10-04,-0.3333333333333333
2016-10-06,0.13636363636363635
2016-10-09,0.0
2016-10-11,0.03333333333333333
